origin,diameter1,diameter2,height,buoyant_weight,weight,solid_parts,integuments,dry_integuments,digestive_tract,dry_digestive_tract,gonads,dry_gonads,skeleton,lantern,test,spines,maturity,sex
Fishery,9.9,10.2,5,NA,0.5215000000000001,0.4777,0.3658,NA,0.052500000000000005,0.0079,0,0,0.17929999999999957,0.0211,0.058699999999999974,0.0995,0,NA
Fishery,10.5,10.6,5.7,NA,0.6418,0.5891000000000001,0.4447,NA,0.04820000000000002,0.009000000000000001,0,0,0.18799999999999972,0.0205,0.062200000000000005,0.1053,0,NA
Fishery,10.8,10.8,5.2,NA,0.7336,0.677,0.5326,NA,0.0758,0.0134,0,0,0.2354,0.025400000000000002,0.08360000000000001,0.1263,0,NA
Fishery,9.6,9.3,4.6,NA,0.3697,0.3438,0.2661,NA,0.04420000000000002,0.0064,0,0,0.063,0.016700000000000003,0.018000000000000002,0.028300000000000002,0,NA
Fishery,10.4,10.7,4.8,NA,0.6097,0.5587,0.4058,NA,0.0743,0.0117,0,0,NA,NA,NA,NA,0,NA
Fishery,10.5,11.1,5,NA,0.6096,0.5509000000000001,0.4269,NA,0.0492,0.0097,0,0,NA,NA,NA,NA,0,NA
Fishery,11,11,5.2,NA,0.6721,0.6051,0.4523,NA,0.0734,0.0129,0,0,NA,NA,NA,NA,0,NA
Fishery,11.1,11.2,5.7,NA,0.7029,0.6278,0.4843,NA,0.060000000000000005,0.0117,0.0013000000000000002,0,NA,NA,NA,NA,0,NA
Fishery,9.4,9.2,4.6,NA,0.4132,0.3747,0.2768,NA,0.034499999999999975,0.0067,0,0,NA,NA,NA,NA,0,NA
Fishery,10.1,9.5,4.7,NA,0.4488,0.3981,0.2119,NA,0.0441,0.0076,0,0,NA,NA,NA,NA,0,NA
Fishery,9.1,9.5,4.5,NA,0.38270000000000004,0.3266,0.2427,NA,0.034,0.0082,0,0,NA,NA,NA,NA,0,NA
Fishery,8.7,8.9,4.3,NA,0.3318,0.2808,0.2177,NA,0.03049999999999997,0.0059,0,0,NA,NA,NA,NA,0,NA
Fishery,9.2,9.2,4.3,NA,0.3955,0.31,0.2564,NA,0.0281,0.006,0,0,NA,NA,NA,NA,0,NA
Fishery,9.4,9.5,4.7,NA,0.4134,0.3246,0.2736,NA,0.0032,0,0,0,NA,NA,NA,NA,0,NA
Fishery,13.2,12.8,5.6,NA,1.1,0.8838,0.7399,0.4609,0.05679999999999996,0.015800000000000036,0.0013000000000000002,0,0.4502999999999995,0.0614,0.18179999999999996,0.20709999999999962,0,NA
Fishery,12.5,12.7,6.1,NA,1.08,0.8568,0.6872,0.4331,0.0827,0.0162,0.0018000000000000002,0,0.4166999999999996,0.051300000000000005,0.16769999999999996,0.19770000000000001,0,NA
Fishery,16.2,16.6,7.7,NA,2.47,2.0723,1.5954,1.022,0.2214999999999998,0.041600000000000005,0.0057,9.000000000000001e-4,0.9876,0.0902,0.35240000000000027,0.545,0,NA
Fishery,12.2,12.1,5.4,NA,0.95,0.805,0.6295,0.4156,0.0551,0.01200000000000001,0,0,0.4106,0.049,0.15620000000000012,0.20550000000000002,0,NA
Fishery,15.4,15.3,7.7,NA,1.95,1.7293,1.2602,0.813,0.19010000000000016,0.0337,0.0055000000000000005,0,0.773,0.0777,0.27290000000000003,0.4224,0,NA
Fishery,14.4,14.2,6.8,NA,1.56,1.2395,0.9367,0.6056,0.16059999999999963,0.0325,0.0017000000000000001,1e-4,NA,NA,NA,NA,0,NA
Fishery,15.6,15.4,6.6,NA,1.95,1.6352,1.1961,0.7851,0.20579999999999998,0.03620000000000001,0.0022,7e-4,NA,NA,NA,NA,0,NA
Fishery,15.3,15.1,8,NA,1.95,1.54,1.1333,0.7306,0.17209999999999992,0.0344,0.006900000000000001,0.0018000000000000002,NA,NA,NA,NA,0,NA
Fishery,13.3,13.3,5.9,NA,1.48,1.1815,0.9138,0.6388,0.10199999999999987,0.023200000000000002,6.000000000000001e-4,1e-4,NA,NA,NA,NA,0,NA
Fishery,13.3,13.6,6.5,NA,1.33,0.9807,0.8011,0.5631,0.0135,0.0058000000000000005,0.0024000000000000002,7e-4,NA,NA,NA,NA,0,NA
Fishery,16.2,16.1,7.3,NA,2.31,1.854,1.4023,0.9563,0.1897000000000002,0.0352,0.049,0.0036000000000000003,NA,NA,NA,NA,0,NA
Fishery,13.4,13.5,6.3,NA,1.29,1.0827,0.7948,0.5509000000000001,0.0843,0.0188,0.0015,9.000000000000001e-4,NA,NA,NA,NA,0,NA
Fishery,12.3,12.4,5.9,NA,1.11,0.9176,0.6682,0.49670000000000003,0.0673,0.01639999999999997,0.0037,0.0015,NA,NA,NA,NA,0,NA
Fishery,12.3,11.8,6,NA,0.98,0.8361,0.5987,0.4296,0.06689999999999996,0.0176,0.001,9.000000000000001e-4,NA,NA,NA,NA,0,NA
Fishery,13.9,13.8,5.8,NA,1.46,1.1725,0.8342,0.6089,0.10490000000000022,0.023,0,0,NA,NA,NA,NA,0,NA
Fishery,16.7,16.8,8.4,0.5881000000000001,2.58,2.04,1.77,1.06,0.0644,0.0159,0.0054,9e-4,1.01,0.11,0.41,0.49,0,NA
Fishery,19.9,20,9.2,1.0952,4.26,3.66,3.11,1.95,0.2168,0.0489,0.0449,0.0086,1.89,0.18,0.61,1.1,0,NA
Fishery,19.9,19.2,8.5,0.6287,2.93,2.43,2.13,1.17,0.1153,0.0231,0,0,1.1300000000000001,0.12,0.46,0.55,0,NA
Fishery,19.3,19.8,10.2,0.7808,3.71,3.09,2.52,1.45,0.1788,0.0381,0.0183,0.0017,1.37,0.12,0.53,0.72,0,NA
Fishery,18.8,20,9.3,0.7605000000000001,3.59,2.99,2.4,1.41,0.282,0.052,0.0223,0.0038,1.28,0.13,0.48,0.67,0,NA
Fishery,21.5,20.9,9.6,1.1255,4.98,4.42,3.47,2.04,0.466,0.0641,0.0188,0.0035,NA,NA,NA,NA,0,NA
Fishery,17.4,16.5,7.8,0.4766,2.33,1.97,1.57,0.89,0.0785,0.017,0,0,NA,NA,NA,NA,0,NA
Fishery,21,21.2,10.8,1.2269,5.4,4.55,3.81,2.21,0.3578,0.09770000000000001,0.0588,0.0128,NA,NA,NA,NA,0,NA
Fishery,17.8,18.8,8.6,0.5476,2.58,2.07,1.71,1.05,0.1199,0.0203,0,0,NA,NA,NA,NA,0,NA
Fishery,19.7,19.6,9.7,0.8619,3.59,3.08,2.51,1.59,0.1537,0.0361,0.0438,0.01,NA,NA,NA,NA,0,NA
Fishery,18.7,18,9,0.7402000000000001,3.18,2.5,2.14,1.36,0.1052,0.0284,0.0107,0.0028,NA,NA,NA,NA,0,NA
Fishery,18.4,18.3,9.4,0.7199,2.97,2.49,2.01,1.31,0.2336,0.0482,0.0117,0.002,NA,NA,NA,NA,0,NA
Fishery,16.7,16.1,8,0.6185,2.45,2.14,1.75,1.07,0.1771,0.027,0.0054,0.0018,NA,NA,NA,NA,0,NA
Fishery,18.3,18.3,9.2,0.8923000000000001,3.39,2.81,2.41,1.53,0.1431,0.0329,0.006,1e-4,NA,NA,NA,NA,0,NA
Fishery,19.2,19.1,9.2,0.7808,3.52,3.01,2.37,1.38,0.1971,0.0382,0.0097,8e-4,NA,NA,NA,NA,0,NA
Fishery,24.5,23.6,10.9,1.2675,5.86,4.56,3.73,2.22,0.4155,0.074,0.0783,0.0108,2.12,0.18,0.81,1.13,0,NA
Fishery,23.4,25,12.1,1.7846000000000002,6.56,5.58,4.39,2.72,0.5955,0.1121,0.0473,0.002,2.64,0.2,0.82,1.62,0,NA
Fishery,20.4,19.5,10.4,1.085,3.58,2.76,2.42,1.53,0.0338,0.0192,0.0101,0.005,1.52,0.14,0.57,0.81,0,NA
Fishery,21.6,21.5,9.9,1.4094,4.62,4.33,3.24,2.11,0.3791,0.058,0.0644,0.0198,2.06,0.16,0.72,1.18,0,NA
Fishery,20.9,20.3,9.4,0.9937,3.79,3.24,2.23,1.38,0.4856,0.0618,0,0,1.33,0.14,0.48,0.71,0,NA
Fishery,22.7,21.1,11.1,1.2979,5.28,4.45,3.62,2.22,0.4428,0.0764,0.0414,0.007,NA,NA,NA,NA,0,NA
Fishery,20.2,21.3,10.2,1.0545,4.62,3.74,2.94,1.78,0.473,0.0772,0.0276,0.002,NA,NA,NA,NA,0,NA
Fishery,19.8,19.2,9.2,0.8821,3.67,2.94,2.32,1.5,0.2538,0.036,0.0027,0,NA,NA,NA,NA,0,NA
Fishery,21.4,21.1,10.1,1.2168,4.85,4.13,3.08,2.05,0.3699,0.062,0.0068,0.0021,NA,NA,NA,NA,0,NA
Fishery,25.7,23.9,12,1.4804,6.62,5.48,4.49,2.57,0.6712,0.0792,0.0064,0,NA,NA,NA,NA,0,NA
Fishery,25.7,25.3,14.1,1.7338,8.54,6.68,5.31,3.03,0.8247,0.1292,0.1943,0.0378,NA,NA,NA,NA,0,NA
Fishery,26.2,26.5,15.4,2.1901,9.76,8.17,6.08,3.75,0.9095,0.1212,0.3948,0.107,NA,NA,NA,NA,0,NA
Fishery,22.1,21.9,10.2,1.0545,4.78,3.9,3.28,1.86,0.2025,0.0274,0.002,0.0054,NA,NA,NA,NA,0,NA
Fishery,25,24.4,11.9,1.4804,6.71,5.66,4.33,2.56,0.5371,0.076,0.1233,0.0262,NA,NA,NA,NA,0,NA
Fishery,23,23.7,11.9,1.5513,6.62,5.59,4.12,2.63,0.8136,0.1121,0.014,0.011,NA,NA,NA,NA,0,NA
Fishery,27.1,27.4,13,2.8084,11.18,9.03,8.03,4.84,0.52,0.09,0.36,0.11,4.46,0.36,1.51,2.59,0,NA
Fishery,30.8,29.7,17.8,2.9605,13.78,11.17,8.64,5.08,1.74,0.25,0.5,0.13,4.640000000000001,0.42,1.87,2.35,0,NA
Fishery,26.5,27.2,16.6,2.0582,10.24,7.91,6.53,3.63,1.05,0.16,0.18,0.03,3.27,0.29,1.31,1.67,0,NA
Fishery,26.4,26,15.3,2.1393,10.17,7.71,6.44,3.73,0.84,0.16,0.21,0.04,3.34,0.23,1.08,2.03,0,NA
Fishery,28.3,27.8,14.6,2.2405,10.81,8.15,6.61,3.87,0.88,0.16,0.3,0.08,3.49,0.26,1.2,2.03,0,NA
Fishery,25,25.6,14.4,1.7641,8.47,6.35,5.3,3.04,0.8,0.15,0.03,0,NA,NA,NA,NA,0,NA
Fishery,26.9,27.2,15,2.1189,9.35,7.28,6.2,3.65,0.75,0.12,0.2,0.04,NA,NA,NA,NA,0,NA
Fishery,26.4,26.8,12.4,2.0074,9.13,7.32,6.02,3.49,0.68,0.09,0.24,0.06,NA,NA,NA,NA,0,NA
Fishery,25.2,25.2,13.2,1.8046000000000002,8.05,6.27,5.31,3.14,0.6,0.1,0.04,0,NA,NA,NA,NA,0,NA
Fishery,27,26.5,15.1,2.3013,10.42,8.25,6.57,3.96,0.96,0.17,0.28,0.07,NA,NA,NA,NA,1,M
Fishery,26.9,27.6,13.9,1.9871,9.63,7.67,6.18,3.44,1.14,0.19,0.02,0,NA,NA,NA,NA,0,NA
Fishery,27,26.5,15.9,2.7069,11.03,9.01,7.63,4.68,1.05,0.15,0.1,0.03,NA,NA,NA,NA,0,NA
Fishery,29.4,28.6,14.8,2.8184,12.04,9.71,7.82,4.82,0.9,0.16,0.56,0.19,NA,NA,NA,NA,0,F
Fishery,26.3,25.3,12.9,1.9161000000000001,8.13,6.49,5.38,3.28,0.7,0.12,0.06,0.01,NA,NA,NA,NA,0,NA
Fishery,25.8,26.2,13.3,2.0479,9.57,7.88,6.28,3.61,0.95,0.14,0.15,0.03,NA,NA,NA,NA,0,NA
Fishery,33.3,33.3,17.6,3.2804,16.38,12.46,9.54,5.55,1.64,0.26,0.1,0.05,5.05,0.44,2.48,2.13,0,NA
Fishery,31.2,31.4,17.6,3.6955,16.4,13.6,11.02,6.36,1.44,0.19,0.45,0.09,5.82,0.43,2.1,3.29,2,M
Fishery,35.3,34.8,18.3,4.4549,20.22,16.5,12.61,7.52,1.97,0.32,0.95,0.27,6.88,0.45,2.41,4.02,0,M
Fishery,34.3,34.5,18.6,4.2929,19.93,16.33,12.7,7.29,1.9,0.32,0.93,0.3,6.75,0.5,2.62,3.63,0,M
Fishery,32.5,31.5,17.6,3.9486,17.03,13.81,10.87,6.69,1.86,0.26,0.3,0.07,6.14,0.51,2.68,2.95,0,NA
Fishery,30,30.5,16.6,3.4222,14.61,11.73,9.42,5.75,1.23,0.21,0.59,0.18,NA,NA,NA,NA,0,F
Fishery,31.4,31.9,15.7,3.3108,15.25,12.51,9.52,5.6,1.76,0.29,0.51,0.11,NA,NA,NA,NA,1,F
Fishery,33,33.6,18.1,4.6675,19.77,16.07,13.27,7.91,1.44,0.24,0.84,0.29,NA,NA,NA,NA,0,M
Fishery,31.4,31.6,17.8,3.7866,17.04,13.68,10.96,6.53,1.41,0.23,0.37,0.09,NA,NA,NA,NA,0,NA
Fishery,33.3,32.8,17.4,3.6854,17.6,13.77,10.86,6.31,1.5,0.2,0.56,0.15,NA,NA,NA,NA,0,M
Fishery,30.3,31.6,15.7,2.8349,13.74,11.06,8.73,4.88,1.78,0.24,0.02,0,NA,NA,NA,NA,0,NA
Fishery,32.9,32.8,17.1,4.1207,18.1,14.77,11.4,6.95,1.7,0.25,0.55,0.15,NA,NA,NA,NA,1,M
Fishery,33,31.1,17.6,3.8575,17.09,14.45,11.26,6.59,1.67,0.25,0.59,0.14,NA,NA,NA,NA,1,F
Fishery,30.1,30.2,16.5,3.3513,14.53,12.39,9.37,5.67,1.57,0.23,0.48,0.11,NA,NA,NA,NA,1,F
Fishery,32.2,32.1,17.7,3.9688,16.4,13.86,11.61,6.77,1.01,0.17,0.63,0.21,NA,NA,NA,NA,0,M
Fishery,39.1,39.5,21.6,5.9682,27.34,19.72,16.21,NA,2.29,0.3,0.7,0.13,9.31,0.61,4.58,4.12,0,NA
Fishery,39.1,40.5,22.8,6.94,29.99,22.68,17.07,NA,2.71,0.4,1.59,0.45,10.36,0.61,4.33,5.42,2,F
Fishery,38.5,38.9,21.2,6.554,28.61,21.15,17.1,NA,2.06,0.32,1.23,0.34,10.3,0.62,4.44,5.24,0,F
Fishery,40.2,39.7,23.1,6.7566,31.15,22.86,17.51,NA,2.29,0.35,1.16,0.28,10.63,0.55,4.4,5.68,2,M
Fishery,39.6,39.7,23.3,7.1521,30.39,24.55,18.28,NA,3.68,0.5,1.49,0.31,11.63,0.66,4.31,6.66,2,F
Fishery,39.1,39.6,20.3,5.8757,27.94,20.86,16.26,NA,1.7,0.28,1.84,0.43,9.54,0.53,3.71,5.3,2,F
Fishery,38.9,37.8,20.6,5.744,27.01,19.9,15.26,NA,2.71,0.41,0.81,0.21,9.4,0.63,3.83,4.94,0,NA
Fishery,41.1,41.7,23.2,8.329,35.49,27.19,21.08,NA,3.21,0.46,1.36,0.32,12.97,0.88,5.95,6.14,0,F
Fishery,44.4,44.7,24.5,8.6836,41.03,31.1,22.79,NA,3.45,0.62,2.94,0.9,13.32,0.69,4.79,7.84,1,F
Fishery,43.8,44.9,23.6,7.7712,37.73,24.73,20.46,NA,2.36,0.38,1.25,0.28,10.95,0.75,5.09,5.11,2,F
Fishery,42.4,43.2,23.5,7.8624,33.85,27.43,20.11,NA,3.55,0.5,1.35,0.4,12.2,0.77,5.5,5.93,1,M
Fishery,43.3,44,24.8,7.3351,36.25,25.31,19.35,NA,3.4,0.48,1.12,0.26,10.89,0.81,4.9,5.18,0,F
Fishery,40.5,40.2,21.1,6.3828,28.99,20.2,16.88,NA,1.74,0.31,0.6,0.15,10.11,0.6,3.66,5.85,0,F
Fishery,42.9,43.8,23.5,8.4597,36.42,27.44,20.71,NA,2.85,0.45,2.14,0.6,12.5,0.71,4.87,6.92,0,F
Fishery,41.4,41.8,20.9,6.4841,31.65,22.58,17.46,NA,2.59,0.44,1.13,0.31,10.34,0.68,4.09,5.57,2,M
Fishery,41.7,41.4,22.4,7.2226,34.34,25.01,18.94,NA,2.56,0.38,2.13,0.57,11.41,0.7,4.74,5.97,0,F
Fishery,44.1,43.8,28.5,9.9678,43.67,31.85,25.31,NA,3.29,0.48,1.74,0.41,16.15,1,6.67,8.48,2,F
Fishery,41.1,41.2,26.2,7.4252,35.1,26.26,19.32,NA,3.79,0.58,1.58,0.35,11.84,0.65,4.28,6.91,2,M
Fishery,44.3,44.9,23.3,7.9119,38.29,28.52,21.02,NA,3.98,0.61,2.19,0.64,12.88,0.78,5.33,6.77,2,M
Fishery,41.4,40.9,23.5,7.7599,35.91,26.22,20.96,NA,2.28,0.37,1.01,0.27,12.71,0.71,5.11,6.89,0,NA
Fishery,46.1,46.8,26.9,9.7475,45.22,33.33,25.63,NA,3.66,0.47,2.25,0.61,14.97,0.85,6.32,7.8,2,M
Fishery,46.6,47,30.2,11.2269,50.99,37.78,29.21,NA,5,0.61,1.32,0.32,17.43,0.81,6.9,9.72,2,F
Fishery,47,47.5,25.4,9.8501,46.36,37.73,26.3,NA,6.14,0.74,1.71,0.36,14.88,0.77,6.73,7.38,2,F
Fishery,47.2,47.3,25,9.8096,44.81,33.65,25.96,NA,4.5,0.56,1.22,0.33,15.29,1.05,6.02,8.22,1,F
Fishery,46.7,47.1,27.3,9.7589,47.43,34.35,24.5,NA,5.37,0.69,2.16,0.58,14.93,1.01,6.83,7.09,2,M
Fishery,45,45.3,24.6,8.705,40.7,31.39,22.69,NA,4.6,0.61,1.48,0.33,13.61,0.97,5.91,6.73,2,F
Fishery,45.6,45,21.4,9.0394,36.24,29.82,22.35,NA,3.92,0.55,1.5,0.4,14.3,0.74,6.54,7.02,0,M
Fishery,47.5,47.8,27.2,10.7399,49.72,35.35,29,NA,3.63,0.54,1.96,0.55,16.54,1.1,8.43,7.01,1,M
Fishery,46.9,47.7,24,9.7368,45.23,33.64,25.71,NA,4.59,0.63,2.08,0.59,14.940000000000001,0.92,7.8,6.22,0,F
Fishery,45.8,44.6,25.5,9.6362,41.1,33.11,25.71,NA,4.55,0.58,2.07,0.62,14.91,0.79,5.41,8.71,0,M
Fishery,48.3,49.5,28.8,12.909,57.11,41.89,33.12,NA,5.82,0.67,2,0.55,20.09,1.08,8.28,10.73,2,M
Fishery,48.3,49,25.1,11.3081,48.13,36.13,29.3,NA,3.19,0.44,2.58,0.69,17.36,1.17,8.64,7.55,2,M
Fishery,52.5,52.9,35.1,14.6417,67.62,46.47,37.09,NA,5.42,0.75,3.49,0.96,22.79,1.22,10.79,10.78,0,NA
